cluster,selected_feature,annotation_result,annotation_warning,cluster.size,source,Alignment.ID,Average.Rt.min.,Average.Mz,Adduct.type,level,Formula,Structure,Total.score,Final.score,Title,MS1.count,MSMS.count,PRECURSORMZ,PRECURSORTYPE,Theoretical.mass,Mass.error,Formula.score,Ontology,InChIKey,SMILES,Links,Chow..1,Chow..2,Chow..3,Chow..4,Chow..5,Chow..6,Chow..7,Chow..8,Chow..9,Chow..10,Chow..11,Chow..12,Chow..13,Chow..14,Chow..15,Chow..16,Chow..17,Chow..18,Chow..19,Chow..20,Chow..21,Blank.1,Blank.2,Blank.3,High.Fat..1,High.Fat..2,High.Fat..3,High.Fat..4,High.Fat..5,High.Fat..6,High.Fat..7,High.Fat..8,High.Fat..9,High.Fat..10,High.Fat..11,High.Fat..12,High.Fat..13,High.Fat..14,High.Fat..15,High.Fat..16,High.Fat..17,High.Fat..18,QC.1,QC.2,QC.3,QC.4,QC.5,QC.6,QC.7,MS.MS.spectrum
1429,neg_4209,Unknown compound,,1,neg,4209,7.053,553.43262,[M-H]-,,,,,,,,,,,,,,,,,,0.438,0.4388,0.4313,0.3806,0.3753,0.3823,0.4406,0.4073,0.4462,0.6105,0.5686,0.5828,0.481,0.4296,0.4361,0.3186,0.3198,0.3319,0.364,0.3526,0.3419,0.1172,0.0496,0.1498,0.7388,0.7319,0.7502,0.7796,0.7558,1.0282,1.0429,1.0798,0.8811,1.2314,1.2574,1.2893,0.9776,0.9336,0.9517,1.0106,0.9686,0.8448,0.5995,0.6017,0.4968,0.5077,0.594,0.6109,0.4843,179.15819:10 269.20911:43 272.99738:12 363.25931:12 417.40948:20 461.39713:159 462.4057:54 476.52087:29 476.54614:10 479.37256:148 479.41232:824 479.78888:22 479.87357:35 492.42316:129 550.11591:42 553.42657:575
1430,neg_6616,Unknown compound,,4,neg,6616,7.261,647.49054,[M+Na-2H]-,,,,,,,,,,,,,,,,,,0.0897,0.0859,0.0851,0.067,0.0666,0.0678,0.0905,0.0955,0.0902,0.0806,0.0847,0.0833,0.0797,0.0796,0.068,0.0558,0.057,0.0559,0.0575,0.054,0.0582,0.0065,0.0893,0.0423,0.1066,0.1027,0.0902,0.109,0.1081,0.1137,0.1429,0.1439,0.1472,0.1499,0.1472,0.1501,0.2293,0.2056,0.2239,0.3386,0.3721,0.36870000000000003,0.079,0.0737,0.0798,0.0867,0.0793,0.0811,0.0815,67.87336:48 84.41928:99 86.30229:84 96.50266:11 96.97654:270 97.01619:17 112.23902:16 159.97836:39 186.338:41 186.92201:11 188.57611:11 231.8329:12 231.98193:21 249.69115:41 253.26346:15 277.2178:130 285.99478:54 287.34238:21 293.21677:150 319.60199:151 327.21368:32 374.68027:18 410.02905:44 415.31812:48 428.53159:20 497.3576:59 509.41888:58 511.45132:111 527.42523:68 527.46997:43 529.32489:10 537.42352:85 538.25415:33 555.45172:40 555.62347:11 555.68945:20 565.59839:97 567.45886:32 573.4483:154 573.94281:22 574.427:12 575.13489:32 584.3822:22 617.50555:40 618.82727:25 647.52228:646 647.61877:40 647.75977:17 647.85608:24
1431,neg_4225,Unknown compound,,1,neg,4225,7.399,554.43079,[M-H]-,,,,,,,,,,,,,,,,,,0.359,0.3565,0.354,0.3323,0.3111,0.3174,0.3912,0.4052,0.4005,0.5359,0.5801,0.54990000000000006,0.4083,0.4127,0.4342,0.2609,0.2579,0.2727,0.283,0.2728,0.2706,0.0119,0,0.0412,0.2261,0.2213,0.2388,0.1444,0.0221,0.14,0,0,0,0.4735,0.4721,0.4574,0.1987,0.1346,0.1394,0,0,0,0.2806,0.2782,0.2915,0.2923,0.2863,0.2824,0.2838,72.51411:56 113.89435:24 228.03265:45 278.22272:164 510.44086:102 510.49567:11 536.37091:28 551.72235:13 551.90198:11 552.02203:26 554.4267:1324 554.74384:70
1432,neg_5360,Simple ID,Other possible annotated peaks for this cluster.,2,neg,5360,11.088,600.521,[M+HCOO]-,generic,C34H69NO4,Cer(t18:0/16:0),5.4422,5.4422,Cer 34:0;O3|Cer 17:0;O2/17:0(3OH),3,29,600.521,[M+HCOO]-,555.522659688,-0.0001377,2.928,Phytoceramides,IVBULNXGVIHEKN-AUOMWKRBSA-N,O=C(NC(CO)C(O)C(O)CCCCCCCCCCCCCC)CCCCCCCCCCCCCCC,"HMDB=HMDB0010697;HMDB0037105,ChEBI=CHEBI:65107,YMDB=YMDB01102,FooDB=FDB016096;FDB027847,BMDB=BMDB10697,LipidMAPS=LMSP02030001,UNPD=UNPD195591;UNPD47651,NPA=NPA002939;NPA006112,COCONUT=CNP0136700",0.5827,0.5725,0.5684,0.47,0.4607,0.459,0.5859,0.6008,0.5969,1.1239,1.2309,1.1748,0.8226,0.8313,0.8516,0.3384,0.3489,0.3588,0.2408,0.2351,0.2359,0.0429,0.077,0.1077,0.5746,0.6001,0.58,0.4685,0.4877,0.4823,0.198,0.1916,0.1976,0.3397,0.3375,0.3263,0.437,0.4085,0.4228,0.2891,0.2897,0.2719,0.2843,0.2752,0.2865,0.2868,0.2743,0.2801,0.2842,57.10502:21 83.89131:20 100.04086:213 225.21945:78 238.70975:16 265.69452:20 280.26379:59 294.2774:60 296.26001:200 296.28372:27 327.27121:88 328.28549:1679 328.85806:29 329.28952:121 329.45709:15 329.65961:21 329.78137:16 331.71838:39 340.28815:12 340.6879:31 342.93478:50 343.44986:22 537.57104:63 554.51349:464 554.60016:32 555.11676:48 562.48639:59 564.59796:39 600.47266:53
1433,neg_4235,Simple ID,,2,neg,4235,11.36,554.51581,[M-H]-,generic,C34H69NO4,Cer(t18:0/16:0),5.5701,5.5701,Cer 34:0;O3|Cer 18:0;O2/16:0(3OH),3,23,554.5158,[M-H]-,555.522659688,-0.0004168,2.983,Phytoceramides,IVBULNXGVIHEKN-AUOMWKRBSA-N,O=C(NC(CO)C(O)C(O)CCCCCCCCCCCCCC)CCCCCCCCCCCCCCC,"HMDB=HMDB0010697;HMDB0037105,ChEBI=CHEBI:65107,YMDB=YMDB01102,FooDB=FDB016096;FDB027847,BMDB=BMDB10697,LipidMAPS=LMSP02030001,UNPD=UNPD195591;UNPD47651,NPA=NPA002939;NPA006112,COCONUT=CNP0136700",0.7915,0.7502,0.6648,0.4651,0.4684,0.438,0.4981,0.5255,0.5674,0.5823,0.7527,0.6153,0.373,0.3839,0.4282,0.5864,0.5262,0.5927,0.2116,0.2783,0.2234,0.0047,0.0586,0.0458,0.7181,0.7224,0.7128,0.5707,0.5927,0.549,0.1498,0.1788,0.1796,0.2654,0.2713,0.2565,0.4053,0.3616,0.4023,0.2417,0.2738,0.2531,0.6935,0.6418,0.6693,0.6965,0.8212,0.8116,0.8229,99.82623:38 124.97047:136 239.2364:92 265.62253:45 280.24646:60 293.55267:13 296.25876:176 296.33496:11 298.26852:164 310.27637:21 326.44281:14 328.28482:886 329.00922:13 340.70377:10 342.3013:792 343.06339:47 421.82346:30 476.18655:19 536.78058:24 537.1109:25 554.46942:44 554.51056:81 554.53467:12
1434,neg_5363,Simple ID,Other possible annotated peaks for this cluster.,2,neg,5363,11.621,600.5213,[M+HCOO]-,generic,C34H69NO4,Cer(t18:0/16:0),6.7737,6.7737,Cer 34:0;O3|Cer 18:0;O3/16:0,3,65,600.5213,[M+HCOO]-,555.522659688,-0.0004377,3.513,Phytoceramides,IVBULNXGVIHEKN-AUOMWKRBSA-N,O=C(NC(CO)C(O)C(O)CCCCCCCCCCCCCC)CCCCCCCCCCCCCCC,"HMDB=HMDB0010697;HMDB0037105,ChEBI=CHEBI:65107,YMDB=YMDB01102,FooDB=FDB016096;FDB027847,BMDB=BMDB10697,LipidMAPS=LMSP02030001,UNPD=UNPD195591;UNPD47651,NPA=NPA002939;NPA006112,COCONUT=CNP0136700",7.8722,3.7003,7.6629,5.5388,5.4827,5.447,5.2874,5.3066,5.2368,5.0531,5.2173,5.1213,5.7581,5.8118,5.8414,5.117,3.1508,2.8921,3.9949,3.8509,3.8856,0.4352,0.3213,0.29,6.6872,6.9718,6.4922,4.4736,4.5349,4.3199,3.9288,3.9636,3.9846,2.6109,2.5394,2.5915,4.2399,4.2538,4.1489,3.7085,3.7033,3.7511,4.242,4.228,4.325,3.3198,4.2252,4.1381,4.2303,61.98773:125 100.03956:225 100.08598:10 173.68871:78 227.1992:23 239.23586:208 255.22627:116 256.24823:32 267.21069:105 267.23383:187 267.27353:17 280.25769:25 294.2829:63 298.27454:126 298.30298:17 299.27679:166 310.2738:300 310.71207:38 311.69278:57 341.03955:15 342.30151:1662 343.06348:45 343.30191:197 352.96429:40 432.80927:31 475.00461:26 500.93713:65 518.49799:39 534.48676:48 536.50018:37 537.42383:17 537.49658:15 550.84955:14 551.03735:15 551.68207:23 551.74396:21 551.9115:35 551.96332:37 552.51514:41 553.06274:42 553.56982:16 553.70917:90 554.51508:11135 555.17548:51 555.31708:70 555.3609:82 555.52032:866 555.60651:65 555.65186:57 555.69873:50 555.95154:36 556.03357:33 556.08276:29 556.12372:18 556.17291:25 556.2066:17 556.32886:24 556.41949:13 556.67841:12 556.82886:25 578.11481:18 598.09094:17 600.44464:85 600.51788:607 600.77844:43
1435,neg_4240,Unknown compound,,1,neg,4240,2.744,555.22607,[M-H]-,,,,,,,,,,,,,,,,,,0.0117,0.0113,0.0112,0.0166,0.0168,0.0213,0.0094,0.0105,0.01,0.0044,0.0044,0.0042,0.0141,0.012,0.0124,0.0129,0.0147,0.0144,0.016,0.0149,0.0133,1.3997,1.2391,1.1252,0.0173,0.0154,0.0125,0.0145,0.0156,0.0168,0.0206,0.019,0.0198,0.0145,0.0147,0.0138,0.0371,0.0298,0.0317,0.0206,0.0212,0.0288,0.0113,0.0113,0.0104,0.009,0.011,0.0125,0.0108,53.4818:56 54.2319:13 59.01517:257 59.04263:12 60.67707:18 60.9876:19 70.33437:38 76.55006:93 79.70131:31 89.04688:41 89.54132:38 125.94404:44 131.34109:14 134.39365:22 138.166:42 163.01183:20 163.03136:37 163.21095:61 163.35938:17 193.89828:22 196.77533:41 197.36089:16 200.28175:30 205.08215:27 228.29543:13 234.61935:24 237.96577:14 247.73569:70 265.90588:38 310.51523:24 329.52676:36 346.60867:89 356.55814:54 380.21634:15 391.17914:17 458.18076:17 468.59344:14 496.84058:88 505.01895:13 519.42377:46 554.86975:69
1436,neg_4245,Simple ID,,1,neg,4245,3.756,555.29492,[M-H]-,generic,C32H44O8,(-)-Euphomine,4.6681,4.6681,Unknown,3,32,555.2949,[M-H]-,556.303618368,0.0014419,2.726,Jatrophane and cyclojatrophane diterpenoids,KJAZUSMSKFLAQW-BZURRFDBNA-N,O=C(OC1C(=CC2C(OC=3C=CC=CC3)C(C)CC2(O)C(OC(=O)C)C(C=CC(C)(C)C(OC(=O)C)C1)C)C)C,LipidMAPS=LMPR0104300003,0.035,0.0247,0.0373,0.0262,0.0265,0.026,0.0053,0.0037,0.0057,0.0091,0.0123,0.0103,0.0161,0.0167,0.0206,0.0174,0.0165,0.0218,0.0239,0.0332,0.0325,0.3571,0.3596,0.2283,0.003,0.0043,8e-4,0.0019,0.0046,2e-4,0.0119,0.0063,0.0075,0.0051,0.0073,0.0046,0.0058,0.0039,0.0093,0.0052,0.0083,0.0104,0.0212,0.0236,0.0278,0.0297,0.0332,0.0396,0.0429,50.05889:13 61.37523:46 65.45849:11 67.64084:120 83.49671:15 109.68703:35 135.69:25 149.66461:113 149.87666:23 150.00024:60 176.04153:19 183.2101:39 192.29446:13 208.22392:32 210.62796:44 225.11349:10 246.39557:26 247.2453:15 255.23091:109 300.02774:22 327.38412:125 328.13956:39 391.27664:57 419.79245:17 491.23502:25 491.25934:13 495.53729:20 515.99164:19 520.34363:97 530.06836:87 555.29248:281 555.41846:194
1437,neg_4265,Unknown compound,,1,neg,4265,8.383,555.4422,[M-H]-,,,,,,,,,,,,,,,,,,3.2732,3.4147,3.1517,3.1308,3.0351,3.0222,4.7613,4.7646,4.8791,6.1379,6.1447,6.0285,4.7517,4.7851,4.8455,2.5966,2.8674,2.698,3.0533,2.7814,2.8245,0.1484,0.1674,0.2661,1.5096,1.4234,1.5683,1.6688,1.5284,1.5619,1.6055,1.5977,1.6663,2.7118,2.6988,2.9464,1.7361,1.9104,1.7977,2.3964,2.394,2.2411,2.9319,2.8276,2.8343,2.8112,2.7293,2.7223,2.7136,152.31889:69 172.11658:27 236.4864:18 249.18694:169 249.23566:11 276.20642:122 278.20813:53 328.09619:25 511.45291:49 537.4248:46 538.42395:16 552.11816:31 552.42554:27 552.69513:23 552.72778:14 555.44312:6434
1438,pos_6296,Unknown compound,,10,pos,6296,8.819,557.45825,[M+H]+,,,,,,,,,,,,,,,,,,0.1541,0.1512,0.1729,0.1358,0.132,0.1368,0.1512,0.1602,0.1586,0.1858,0.2231,0.2138,0.1637,0.1593,0.1669,0.1272,0.1345,0.1374,0.1232,0.1382,0.1384,0.0195,0.0193,0.019,0.0056,0.1279,0.1171,0.1404,0,0,0.1756,0,0,0.1109,0.1063,0.1116,0.2081,0.2004,0.1962,0.3154,0,0.3051,0.1087,0.1241,0.1158,0.1288,0.1382,0.12,0.1377,99.08144:99 275.20435:90 401.3432:65 429.37946:137 521.43176:50 522.41113:23 539.44153:84 557.45825:162
1439,neg_4274,Unknown compound,,1,neg,4274,16.476,555.51483,[M-H]-,,,,,,,,,,,,,,,,,,0.0267,0.0252,0.028,0.0251,0.0245,0.0256,0.0329,0.0291,0.0297,0.0323,0.0372,0.035,0.0353,0.0341,0.0399,0.0154,0.015,0.0145,0.0185,0.0135,0.0162,0.0411,0.0411,0.0597,0.1493,0.1524,0.1447,0.151,0.1357,0.158,0.1945,0.1891,0.1854,0.1559,0.1528,0.1602,0.2245,0.2079,0.221,0.27,0.2814,0.3041,0.0677,0.0655,0.0674,0.0692,0.0689,0.0705,0.0704,78.92423:16 295.34042:25 310.69922:28 555.43726:52 555.51294:950 555.80084:58 555.88654:59
1440,neg_4278,Unknown compound,,1,neg,4278,11.472,555.51947,[M-H]-,,,,,,,,,,,,,,,,,,0.5955,0.5575,0.5928,0.4089,0.3987,0.3927,0.3762,0.3839,0.3771,0.3609,0.3739,0.3707,0.4154,0.4252,0.4369,0.3726,0.3814,0.3866,0.2905,0.2808,0.2889,0.036,0.0608,0.0922,0.2111,0.2249,0.223,0.1426,0.2324,0.2172,0.0838,0.0945,0.0956,0.1753,0.1691,0.1762,0.1408,0.1446,0.1284,0.0824,0.0862,0.0874,0.305,0.3056,0.3092,0.3063,0.3148,0.3018,0.3102,84.04398:24 84.30546:15 135.8378:62 194.66519:29 232.91885:21 304.02682:34 385.59586:10 509.44623:210 509.49911:27
1441,neg_4286,Unknown compound,,1,neg,4286,11.542,556.49591,[M-H]-,,,,,,,,,,,,,,,,,,0,0,0,0.0029,0.0029,0.0241,0,0,0,0.0087,0.003,0,0,0,0,0,0.0589,0,0.0649,0.0595,0.0508,0.068,0.0334,0.0144,0.3347,0.3372,0.1283,0.3596,0.3337,0.3305,0.3284,0.313,0.3259,0.1485,0.0602,0.1269,0.418,0.4133,0.2143,0.1596,0.1403,0.1429,0.01,0.0824,0.0315,0.0085,0.0982,0.05,0.0956,63.98472:19 93.5493:84 140.08334:13 159.00943:14 159.40701:15 175.36436:15 242.02538:26 253.57631:178 280.25961:116 280.30981:11 303.28894:17 312.37363:16 398.90125:64 507.04663:14 510.48865:510 511.02289:18 511.25549:39 511.48874:106 556.49567:73
1442,neg_4301,Unknown compound,,1,neg,4301,9.464,557.45782,[M-H]-,,,,,,,,,,,,,,,,,,5.2754,5.3868,5.1709,4.9573,4.8932,5.0493,7.0033,7.0033,7.1038,8.4599,8.8264,8.7048,6.7764,6.7592,6.9506,3.4901,3.7513,3.5727,4.1938,3.9912,4.0333,0.516,0.3333,0.4213,3.3071,3.0581,3.7495,3.7121,3.6569,3.7586,4.0343,3.9201,3.9364,6.0718,5.7261,6.1924,4.511,4.6203,4.5425,6.6404,6.0722,5.7212,4.6428,4.5859,4.5616,4.6241,4.4538,4.5223,4.5123,236.12553:99 243.01189:31 243.38834:26 245.92131:28 257.46704:19 266.39816:26 272.77332:41 279.22876:31 325.90854:24 495.45563:53 513.47314:71 539.44061:21 540.15076:12 540.45477:13 553.70752:33 553.76514:48 553.88831:32 554.27283:50 554.41669:28 554.47711:40 554.70221:60 557.16504:19 557.45795:12987
1443,neg_4302,Unknown compound,,1,neg,4302,8.503,557.45782,[M-H]-,,,,,,,,,,,,,,,,,,3.0688,2.9212,3.0486,2.9087,2.8812,2.9026,5.2849,5.3103,5.192,6.5255,6.7335,6.6338,5.0543,4.8797,5.2402,3.3877,3.1935,3.5571,3.7613,3.9658,4.0358,0.115,0.1765,0.1395,1.1927,1.2149,1.1628,1.8618,1.9783,1.9071,2.2608,2.231,2.3551,2.7917,2.6985,2.5936,2.324,2.0741,2.1989,2.9173,3.2446,3.0976,3.0411,2.9156,3.0543,3.1609,3.0867,3.1589,3.0978,89.29861:39 116.98654:67 191.26599:31 214.82516:19 247.95515:91 277.3378:24 278.22333:203 278.27747:25 279.2291:86 359.70901:15 429.04193:36 459.38:39 485.40076:81 495.44516:49 497.36383:38 521.41351:20 539.4137:118 539.44135:48 540.45734:30 541.75903:19 553.6405:65 553.71924:40 553.75342:47 553.84839:65 553.96722:27 554.04523:26 554.18243:20 554.31342:13 554.39563:61 554.54254:29 554.63025:11 555.63159:16 556.44495:33 556.63422:69 556.94348:30 557.16876:11 557.27502:28 557.33099:32 557.45599:14522
1444,neg_4304,Simple ID,Other possible annotated peaks for this cluster.,9,neg,4304,9.144,557.45795,[M-H2O-H]-,generic,C36H64O5,"DG(15:0/18:3(9Z,12Z,15Z)/0:0)",7.2896,7.2896,RIKEN N-VS1 ID-2695 from Mouse_Feces_WT_ABX_Ctr,3,25,557.4579,[M-H2O-H]-,576.475375148,-0.000366,3.624,Lineolic acids and derivatives,UARHXHPRJDJCKE-QECOYPFHSA-N,O=C(OCC(OC(=O)CCCCCCCC=CCC=CCC=CCC)CO)CCCCCCCCCCCCCC,"HMDB=HMDB0007076,FooDB=FDB024270,BMDB=BMDB07076,LipidMAPS=LMGL02010434,COCONUT=CNP0395783",6.442,6.3781,6.387,6.2334,6.0744,6.1602,10.0306,9.9633,9.9925,10.6675,11.3052,11.0265,9.3382,9.1503,9.6521,5.7543,5.8472,5.9164,6.6268,6.4759,6.5394,0.4508,0.4047,0.4282,3.7184,3.7541,3.8403,5.1449,5.1819,4.9211,6.1754,6.195,6.3767,7.8874,7.7978,8.1452,5.4071,5.2255,5.2835,7.5969,8.038,7.4437,6.2313,6.029,6.1787,6.3569,6.1364,6.2147,6.1743,69.8547:17 278.22037:49 279.23026:74 280.83417:10 435.16299:59 449.43744:49 481.4119:13 493.39615:84 495.4559:127 496.14349:36 497.16403:13 525:13 539.44531:77 542.0658:29 553.72687:14 553.75769:12 553.82312:20 553.93768:31 554.06299:10 554.79688:51 555.19672:26 556.03638:22 556.73877:17 557.22913:49 557.4574:13367
1445,neg_4306,Unknown compound,,1,neg,4306,9.094,557.45831,[M-H]-,,,,,,,,,,,,,,,,,,6.442,6.3781,6.387,6.2334,6.0744,6.1602,10.0306,9.9633,9.9925,10.6675,11.3052,11.0265,9.3382,9.1503,9.6521,5.7543,5.8472,5.9164,6.6268,6.4759,6.5394,0.3943,0.3441,0.4086,3.7184,3.7541,3.8403,5.1449,5.1819,4.9211,6.1754,6.195,6.3767,7.8874,7.7978,8.1452,5.4071,5.2255,5.2835,7.5969,8.038,7.4437,6.2313,6.029,6.1787,6.3569,6.1364,6.2147,6.1743,65.23065:11 135.92822:10 158.57303:21 171.2847:146 180.24887:29 217.18527:19 242.58595:18 251.58041:44 260.34964:43 277.84903:47 278.22586:103 328.28433:28 342.29837:44 342.32318:12 342.92148:16 415.39865:68 434.10361:17 442.23035:46 495.45496:91 521.44562:34 539.44293:218 539.87024:22 540.45581:28 540.85126:35 542.00427:66 553.65009:39 553.70227:38 553.74072:51 553.80646:31 553.8468:11 554.02997:42 554.28052:11 554.37909:13 555.06635:13 555.22192:46 555.44281:12 556.50153:21 556.77911:13 557.3067:51 557.3548:124 557.45697:23627
1446,neg_4323,Unknown compound,,1,neg,4323,11.813,558.46613,[M-H]-,,,,,,,,,,,,,,,,,,0.0363,0.0241,0.0365,0.0661,0.0735,0.067,0.1387,0.1435,0.1396,0.0734,0.0751,0.076,0.0916,0.0934,0.0943,0.0377,0.0304,0.0375,0.0263,0.0391,0.0412,0.3096,0.2115,0.1373,0.2149,0.2611,0.2048,0.277,0.2884,0.2603,0.2355,0.2252,0.2282,0.2655,0.2557,0.265,0.1815,0.2019,0.18,0.173,0.1612,0.1802,0.0863,0.1131,0.1187,0.0987,0.1186,0.1198,0.1245,108.19245:40 186.96901:36 230.08398:29 400.81201:19 489.58972:28 494.48337:16 507.91498:14 555.65894:19 556.23755:13 558.46655:56
1447,neg_4523,Simple ID,Other possible annotated peaks for this cluster.,2,neg,4523,11.441,568.49548,[M+FA-H]-,generic,C33H65NO3,Cer(d16:1/17:0),4.9733,4.9733,Unknown,3,5,568.4955,[M+FA-H]-,523.49644494,-0.0008525,2.498,Ceramides,QBFXCLDNTKBAPQ-GVVLEDSVNA-N,O=C(NC(CO)C(O)C=CCCCCCCCCCCC)CCCCCCCCCCCCCCCC,"LipidMAPS=LMSP02010015,BLEXP=BLEXPDB00052931112",0.0226,0.021,0.0215,0.0697,0.0644,0.0677,0.0128,0.0126,0.0123,0.0329,0.0366,0.0252,0.009,0.0052,0.0064,0.0135,0.0171,0.0149,0.0237,0.0195,0.0193,0.0402,0.0531,0.0591,0.5565,0.5895,0.6185,0.2036,0.1876,0.1851,0.0536,0.0537,0.0556,0.0609,0.0611,0.0612,0.1721,0.1782,0.1769,0.1408,0.1402,0.1375,0.0675,0.0725,0.0608,0.0578,0.0563,0.0676,0.0625,496.93512:28 522.49109:452 523.49072:77 568.32867:87 568.50104:62
1448,neg_4332,Unknown compound,,1,neg,4332,5.608,559.30792,[M-H]-,,,,,,,,,,,,,,,,,,0.0061,0.0051,0.0079,0.012,0.0127,0.0111,0.022,0.0154,0.0198,0.0139,0.0236,0.0234,0.0341,0.033,0.037,0.0046,0.0023,0.0055,0.0033,0.0037,0.0025,0.0403,0.0109,0.023,0.0678,0.0663,0.0597,0.0598,0.0626,0.0614,0.0617,0.063,0.0637,0.0663,0.0625,0.0589,0.0499,0.0422,0.0553,0.0432,0.0464,0.0488,0.0257,0.0287,0.0315,0.0298,0.0275,0.0316,0.0325,80.96337:106 96.9603:728 96.99216:20 97.05825:12 97.14107:12 97.25866:17 98.06902:106 98.0968:13 234.39418:10 241.29875:10 273.06061:19 342.11185:35 361.80115:30 401.46005:23 409.70541:17 455.17447:20 489.0665:21 491.31546:301 492.31241:49 492.33978:29
1449,pos_9142,Unknown compound,,47,pos,9142,6.446,649.50433,[M+H]+,,,,,,,,,,,,,,,,,,0.0668,0.0663,0.0699,0.0559,0.055,0.0543,0.0683,0.0696,0.0653,0.069,0.0755,0.0727,0.0728,0.0689,0.0706,0.0374,0.0358,0.0372,0.0338,0.0349,0.0354,0.0218,0.0035,0.0091,0.0509,0.0491,0.036,0.0641,0.0663,0.0631,0.0643,0.0657,0.0615,0.0543,0.0554,0.0552,0.0312,0.0364,0.0342,0.0478,0.0627,0.061,0.0535,0.0547,0.0534,0.0545,0.0565,0.0546,0.0563,279.22934:225 337.26913:112 343.22943:85 632.49243:27 649.4436:64 649.49481:30
1450,neg_4338,Unknown compound,,1,neg,4338,6.059,559.40082,[M-H]-,,,,,,,,,,,,,,,,,,0.0603,0.048,0.0564,0.0423,0.0396,0.0402,0.0653,0.0658,0.0656,0.0587,0.0585,0.0584,0.0763,0.0699,0.0798,0.0787,0.0672,0.0844,0.0802,0.0814,0.0872,0.0085,0.0178,0.024,9e-4,9e-4,0.0014,0,0,0,0,0,0,6e-4,0,0,0,0,1e-4,0,0,0,0.0376,0.0439,0.0478,0.0446,0.046,0.0465,0.0442,60.58934:35 64.09331:21 77.34317:103 85.33678:18 109.02956:77 111.04255:66 132.99916:28 198.79453:11 204.41985:34 217.72356:17 256.35168:11 272.13:34 344.96512:18 389.21478:17 403.35895:246 403.89401:21 404.36108:31 404.38559:11 485.76822:11 516.19818:25 545.65216:12 559.40887:513 559.71118:33
1451,neg_4340,Unknown compound,,1,neg,4340,6.153,559.40161,[M-H]-,,,,,,,,,,,,,,,,,,0.0471,0.0412,0.0445,0.0368,0.0357,0.038,0.0537,0.0517,0.0566,0.0523,0.056,0.0584,0.0763,0.0753,0.0798,0.0787,0.0672,0.0702,0.0802,0.0814,0.0872,0.0051,0.0178,0.024,0,3e-4,0,0,0,0,0,0,0,0.0018,0,0,0,0,0,0,0,0,0.0376,0.0342,0.035,0.0315,0.0358,0.0335,0.0326,68.99794:48 76.45223:20 81.9361:62 103.39146:21 358.86496:19 403.25861:49 403.35617:54 404.36197:48 404.71851:36 408.65054:18 411.28116:16 559.38037:714 559.43146:198 559.52991:20 559.69452:10 559.88354:19
1452,neg_4341,Unknown compound,,1,neg,4341,5.486,559.40216,[M-H]-,,,,,,,,,,,,,,,,,,0.0333,0.0312,0.0341,0.0291,0.0252,0.0288,0.0511,0.052,0.0456,0.0334,0.055,0.0584,0.0448,0.0601,0.0492,0.0422,0.0459,0.0488,0.0461,0.0458,0.0476,0.0444,0.0611,0,0.0028,0.0036,0,0.0022,0.0022,0,0.0023,0.0039,0.0012,0.0033,0.0013,0.0052,0.0027,0.0015,0.0034,0.0024,0.0017,0,0.0274,0.0277,0.0295,0.0284,0.029,0.0295,0.0297,50.05395:45 54.89431:81 56.09016:19 64.68726:13 82.31095:56 213.93469:58 215.26173:10 298.22577:34 301.46317:17 346.73584:10 403.35892:141 403.39676:27 403.66418:14 404.20166:58 404.34399:54 431.35052:128 434.39334:27 469.85214:17 521.43866:91 523.41449:49 523.44574:21 544.14154:184 559.40271:451 559.71075:14 559.78503:18
1453,neg_6325,Simple ID,,3,neg,6325,5.98,637.4328,[M-H]-,generic,C36H62O9,Ginsenoside Rh1,4.4627,4.4627,Unknown,3,9,637.4328,[M-H]-,638.439383564,-0.0006929,2.796,Triterpenoids,RAQNTCRNSXYLAH-UHFFFAOYNA-N,OCC1OC(OC2CC3(C)C(CC(O)C4C(CCC43C)C(O)(C)CCC=C(C)C)C5(C)CCC(O)C(C)(C)C25)C(O)C(O)C1O,"HMDB=HMDB0039554,KNApSAcK=C00029311;C00030402,FooDB=FDB019175,UNPD=UNPD105490;UNPD113933;UNPD119369;UNPD193229;UNPD24832,BLEXP=BLEXPDB00012855917,COCONUT=CNP0165745",0.1139,0.1198,0.1086,0.0749,0.0781,0.0733,0.1107,0.1134,0.1123,0.1206,0.1235,0.1272,0.1209,0.1201,0.1244,0.1031,0.1034,0.0997,0.1086,0.1089,0.1075,0.0684,0.0762,0.0603,0.039,0.0408,0.0409,0.0477,0.0479,0.0454,0.0462,0.0487,0.0483,0.0213,0.0186,0.0192,0.0285,0.03,0.0296,0.0329,0.0373,0.0369,0.0744,0.0733,0.0774,0.0758,0.0721,0.071,0.0708,67.6071:19 162.11426:38 378.84131:17 545.71375:36 575.4762:36 591.36707:49 637.23016:11 637.44519:301 637.58496:30
